stop_name,stop_lat,stop_lon,wheelchair_accessible,bikes_allowed,is_express,stop_id
1144 Airport/Oak Springs,30.27252,-97.69775,1,1,False,3299
3100 Lamar/31st,30.300389,-97.746294,1,1,False,4125
4017 Duval/41st,30.30214,-97.727604,1,1,False,1261
4216 Freidrich/St Elmo,30.211274,-97.748981,1,1,False,5917
Manor Westbound (Manor/Airport),30.286266,-97.707029,1,1,True,6497
3952 Airport/Antone,30.291283,-97.707692,1,1,False,6532
505 S 1st/Barton Springs,30.258137,-97.750069,1,1,False,1566
2618 Slaughter/Curlew/EB,30.176461,-97.833718,1,1,False,6484
William Cannon/Whispering Oaks,30.203663,-97.809228,1,1,False,4424
Research/Seton Center,30.404485,-97.744959,1,1,False,5290
11101 Lakeline Mall/Pecan Park,30.472089,-97.801043,1,1,False,3820
643 Oltorf/East Side,30.23666,-97.74904,1,1,False,2266
4301 Menchaca/Fort View,30.23086,-97.787599,1,1,False,764
William Cannon/Woodhue,30.200741,-97.79945,1,1,False,3174
35th/Lawton,30.308198,-97.752801,1,1,False,2088
10000 Metric/Rutland,30.38015,-97.716413,1,1,False,5822
2869 Lamar/29th,30.298016,-97.748412,1,1,False,4829
727 Stassney/Nancy,30.209059,-97.784284,1,1,False,5487
1901 Woodward/Parker,30.219456,-97.743789,1,1,False,1235
Northland/Bullard,30.33456,-97.75026,1,1,False,2475
3535 7th/Springdale,30.256025,-97.701819,1,1,False,940
Duval/Park,30.304132,-97.726358,1,1,False,1262
4631 West Gate/Western Trails,30.229916,-97.800895,1,1,False,4220
UT Dean Keeton Station (NB),30.29024,-97.74125,1,1,False,5864
301 S 1st/Riverside,30.259426,-97.749357,1,1,False,1567
4220 Bull Creek/Jackson,30.315889,-97.754469,1,1,False,1936
Slaughter/Gail,30.176005,-97.831107,1,1,False,2663
Alexander SB (Manor/Alexander),30.285663,-97.710921,1,1,True,1639
1706 Stassney/Rose Hill,30.214017,-97.794515,1,1,False,4278
Oltorf/Alta Vista,30.23632,-97.74719,1,1,False,1465
9302 Lamar/Rundberg,30.361758,-97.697927,1,1,False,5445
2600 Enfield/Norwalk,30.290818,-97.772388,1,1,False,1517
1945 William Cannon/Menchaca,30.202716,-97.806233,1,1,False,3228
6310 Burnet/White Horse,30.338309,-97.739372,1,1,False,5733
Mabel Davis Park,30.220006,-97.742966,1,1,False,5456
Cherrywood NB (Manor/Chestnut),30.284437,-97.717846,1,1,True,1578
1134 Airport/Goodwin,30.26833,-97.69643,1,1,False,3300
Rundberg/Northgate,30.371967,-97.715366,1,1,False,4727
4600 Freidrich/St Elmo,30.208183,-97.750908,1,1,False,1203
10935 Lakeline Mall/US 183,30.473343,-97.797676,1,1,False,4465
Sheringham SB (Pleasant Valley/Sheringham),30.230883,-97.725761,1,1,True,4298
35th/Jackson,30.308823,-97.755704,1,1,False,2089
11215 Research/Balcones Woods,30.408812,-97.744632,1,1,False,3809
3105 Lamar/31st,30.30053,-97.745954,1,1,False,806
1101 Oltorf/Alta Vista,30.235651,-97.745688,1,1,False,1466
609 Stassney/1st,30.208097,-97.781018,1,1,False,4393
5000 S 1st/Emerald Wood,30.213437,-97.778077,1,1,False,1676
1820 Stassney/Menchaca,30.214938,-97.796432,1,1,False,4226
Enfield/Hopi,30.292411,-97.775684,1,1,False,1519
Capitol Station (NB),30.275587,-97.742558,1,1,True,591
Slaughter/Riddle,30.173801,-97.827013,1,1,False,4412
9540 Metric/Rundberg,30.376164,-97.717766,1,1,False,5679
Iroquois NB (Burleson/Iroquois),30.228005,-97.735382,1,1,True,6507
3317 Lamar/34th,30.302553,-97.744683,1,1,False,807
Capitol Station (SB),30.275022,-97.744169,1,1,True,2738
405 W Stassney/Hummingbird,30.207058,-97.778967,1,1,False,3116
Guadalupe/27th,30.293075,-97.741584,1,1,False,5353
2000 Stassney/Menchaca,30.215731,-97.797961,1,1,False,4224
2018 Rundberg/West,30.37334,-97.718224,1,1,False,5680
1900 William Cannon/Cannonleague,30.202551,-97.80479,1,1,False,3175
5843 Balcones/Northland,30.340402,-97.755087,1,1,False,6408
2415 Kramer/Brockton,30.392965,-97.715786,1,1,False,5580
4433 Duval/45th,30.306896,-97.724576,1,1,False,1263
1120 Airport/Springdale,30.264908,-97.695452,1,1,False,5100
Lakeline Mall/Lake Creek,30.474983,-97.794127,1,1,False,4466
Bull Creek/38th,30.311138,-97.752058,1,1,False,1938
3505 Lamar/37th,30.303981,-97.743764,1,1,False,4646
4999 7th/Shady,30.253397,-97.697886,1,1,False,942
3923 Red River/40th,30.298741,-97.722544,1,1,False,1785
11411 Research/Windriver Apts,30.412532,-97.745139,1,1,False,3810
1313 Oltorf/Schriber,30.234202,-97.743018,1,1,False,1467
8912 Lamar/Payton Gin,30.35783,-97.70014,1,1,False,465
4608 West Gate/Lamar,30.230471,-97.800924,1,1,False,2335
Lamar/West Gate,30.232283,-97.804555,1,1,False,5449
2107 Slaughter/Riddle,30.173996,-97.826877,1,1,False,2938
Alexander Station NB (Manor/Alexander),30.285647,-97.709889,1,1,True,1582
1401 William Cannon/Woodhue,30.200295,-97.799002,1,1,False,3229
Oltorf East SB (Oltorf/Pleasant Valley),30.227843,-97.728279,1,1,True,1356
Cherrywood SB (Manor/Cherrywood),30.284554,-97.717984,1,1,True,1642
3418 Enfield/Robinhood,30.294345,-97.779805,1,1,False,5754
Slaughter/Menchaca,30.17359,-97.822771,1,1,False,4411
Stassney/Cork Path,30.217002,-97.799908,1,1,False,3105
2300 W 35th/Mopac,30.309568,-97.759972,1,1,False,2090
2819 Guadalupe/29th,30.294774,-97.742432,1,1,False,5634
4910 Freidrich/Teri,30.204578,-97.753199,1,1,False,5712
3604 Bull Creek/Jefferson,30.309399,-97.750954,1,1,False,1939
4533 Duval/45th,30.308301,-97.723678,1,1,False,1264
William Cannon/Shier,30.203522,-97.808472,1,1,False,3177
3103 SH 71/Cheviot,30.205035,-97.642589,1,1,False,3240
5500 S 1st/Stassney,30.208753,-97.78142,1,1,False,2623
119 Stassney/Congress,30.205002,-97.775246,1,1,False,4276
1933 Rundberg/West,30.373054,-97.718101,1,1,False,5681
Oltorf at Burton NB (Oltorf/Burton),30.230755,-97.733322,1,1,True,6511
Northland/Balcones,30.337707,-97.75675,1,1,False,2476
5119 Eastside Bus Plaza Bay J,30.251893,-97.698021,1,1,False,6450
12600 Tech Ridge/Parmer,30.400782,-97.658737,1,1,False,5328
Airport Blvd NB (Manor/Airport),30.286327,-97.705715,1,1,True,5616
2243 Braker/Kramer,30.39123,-97.713218,1,1,False,4970
Rosedale Station (NB),30.308217,-97.741034,1,1,False,4830
4702 Lamar/Dudmar,30.233588,-97.809163,1,1,False,4470
1605 Oltorf/IH 35,30.23322,-97.739459,1,1,False,1474
2555 Western Trails/Sagebrush,30.229457,-97.798807,1,1,False,4218
3505 Menchaca/Larchmont,30.238295,-97.782915,1,1,False,767
1107 William Cannon/Mount Carrell,30.199251,-97.795196,1,1,False,3230
2400 Stassney/Fernview,30.218327,-97.803096,1,1,False,3106
Fairfield Rapid  Station (SB),30.355296,-97.703128,1,1,False,467
11689 Research/Duval,30.417953,-97.746152,1,1,False,3811
9639 Metric/Rundberg,30.376782,-97.717048,1,1,False,5678
Museum Station (NB),30.2793,-97.74119,1,1,True,4657
2507 Slaughter/Piping Rock,30.176467,-97.831686,1,1,False,6480
Airport/Shady Lane,30.25936,-97.69377,1,1,False,3302
Cesar Chavez/Brazos,30.262969,-97.743365,1,1,False,993
1401 Slaughter/Bilbrook,30.173696,-97.816422,1,1,False,2974
1011 William Cannon/Emerald Forest,30.199075,-97.793338,1,1,False,3231
3825 Lake Austin/Enfield,30.295668,-97.783853,1,1,False,5740
Austin History Center Station (SB),30.271057,-97.745655,1,1,True,2611
Exposition/Warren,30.309551,-97.762879,1,1,False,1423
Huntland/Airport,30.33044,-97.715281,1,1,False,3276
31st Street Rapid  Station (NB),30.297767,-97.741167,1,1,False,603
35th/Crawford,30.30713,-97.74927,1,1,False,1997
1806 Rundberg/Northgate,30.371653,-97.715172,1,1,False,5682
5802 South 1st/Stassney,30.205367,-97.78315,1,1,False,4394
Western Trails/Roundup,30.229704,-97.796366,1,1,False,1754
1747 Oltorf/Parker,30.232279,-97.737098,1,1,False,1475
2617 Slaughter/Curlew,30.17668,-97.83369,1,1,False,2666
407 Stassney/Congress,30.202767,-97.771769,1,1,False,4365
Oltorf at Burton SB (Oltorf/Burton),30.23107,-97.734031,1,1,True,6512
4803 Duval/48th Street,30.311174,-97.721789,1,1,False,1265
2400 Lamar/24th,30.288718,-97.752825,1,1,False,4153
2035 Teri/Merritt,30.201932,-97.75218,1,1,False,1204
1213 Slaughter/David Moore,30.173729,-97.81402,1,1,False,2975
12500 Tech Ridge/Canyon Ridge,30.398943,-97.663278,1,1,False,5329
Lake Creek/FM 620,30.468862,-97.789255,1,1,False,4656
2616 Stassney/West Gate,30.219024,-97.806938,1,1,False,5741
Lamar/Thurmond,30.353139,-97.706082,1,1,False,468
10001 Metric/Rutland,30.380334,-97.716008,1,1,False,5823
801 William Cannon/Cooper,30.197943,-97.790054,1,1,False,2917
Exposition/Mountain Laurel,30.307628,-97.763402,1,1,False,1424
1301 W 38th/Tonkawa,30.30646,-97.74609,1,1,False,1998
2001 Braker/Metric,30.392385,-97.708773,1,1,False,3021
Oltorf East NB (Pleasant Valley/Oltorf),30.228002,-97.727295,1,1,True,1027
2616 William Cannon/West Gate,30.207075,-97.81479,1,1,False,4429
421 Cesar Chavez/Trinity,30.262213,-97.740639,1,1,False,5633
Mueller Tower NB (Berkman/Tom Miller),30.290322,-97.698669,1,1,True,6091
4613 Airport/46th,30.305369,-97.71577,1,1,False,3272
701 William Cannon/1st,30.197073,-97.788053,1,1,False,2918
Vic Mathias/Auditorium Shores (NB),30.259459,-97.748994,1,1,True,2767
760 Airport/Glissman,30.25446,-97.6928,1,1,False,3303
38th/Medical Parkway,30.305323,-97.74376,1,1,False,1999
4970 US 290/Brodie,30.233713,-97.819058,1,1,False,4471
1001 Slaughter/United Kingdom,30.173798,-97.808881,1,1,False,2976
Sunshine Station (NB),30.316419,-97.735728,1,1,False,1058
Duval/Bruning,30.314435,-97.719695,1,1,False,1267
Republic Square Station (SB),30.267751,-97.746857,1,1,True,5867
East Dean Keeton SB (Dean Keeton/Medical Arts),30.288847,-97.729473,1,1,True,6498
Central/Avenue C,30.34649,-97.371679,1,1,False,5777
Oltorf at Burton NB (Oltorf/Burton),30.230755,-97.733322,1,1,False,6511
10301 Metric/Energy,30.382694,-97.714054,1,1,False,4770
Northland/Marilyn,30.334546,-97.751832,1,1,False,2419
6400 S 1st/Eberhart,30.200712,-97.785683,1,1,False,1682
Guadalupe/34th,30.300774,-97.739282,1,1,False,604
3450 Lake Austin/Lufkin,30.288533,-97.780899,1,1,False,5723
4401 Pack Saddle Pass/Ben White,30.231017,-97.792022,1,1,False,2216
2908 Slaughter/Lindshire,30.178173,-97.838419,1,1,False,5842
515 Cesar Chavez/Red River,30.261712,-97.738932,1,1,False,995
Braker/Metric (Midblock),30.391164,-97.705878,1,1,False,4971
West Gate/Indio,30.222838,-97.805563,1,1,False,3107
3513 Cesar Chavez/Springdale,30.252034,-97.7047,1,1,False,6261
Iroquois SB (Burleson/Iroquois),30.227672,-97.735483,1,1,True,6508
2777 SH 71/Golf Course,30.210895,-97.654067,1,1,False,3241
4801 Sunshine (Criss Cole Rehab),30.317373,-97.735125,1,1,False,1059
8130 Lamar/Powell/SB,30.350746,-97.70957,1,1,False,6452
811 Stassney/Mira,30.200052,-97.766668,1,1,False,4363
2195 Oltorf/Willow Creek,30.230048,-97.731856,1,1,False,4296
401 William Cannon/Bill Hughes,30.195674,-97.785337,1,1,False,3234
2810 William Cannon/Deaton Hill,30.20817,-97.817734,1,1,False,3178
1900 Lamar/Martin Luther King,30.283674,-97.752333,1,1,False,4155
Sheringham NB (Pleasant Valley/Sheringham),30.231158,-97.725309,1,1,True,1028
Rundberg/Hunters Trace,30.368873,-97.710057,1,1,False,3129
Research/Riata Trace,30.425929,-97.75164,1,1,False,5432
4821 Airport/48th Half,30.308809,-97.715517,1,1,False,3273
Canyon Ridge/Tech Ridge,30.398148,-97.66904,1,1,False,5335
813 Lavaca/8th (Farside),30.270952,-97.744272,1,1,False,5965
Exposition/Northwood,30.305496,-97.764927,1,1,False,1425
5214 Duval/53rd,30.316257,-97.71852,1,1,False,5494
Guadalupe/Kennistson,30.334694,-97.716377,1,1,False,1274
10112 Lake Creek/Pecan Park,30.464031,-97.789223,1,1,False,5514
815 Slaughter/Palace,30.173895,-97.805545,1,1,False,3767
Guadalupe/38th,30.302541,-97.738161,1,1,False,605
2332 Teri/Palo Blanco,30.198303,-97.746902,1,1,False,6312
Simond NB (Berkman/Simond),30.296343,-97.700088,1,1,True,6292
West 38th Station (SB),30.304405,-97.741594,1,1,False,5349
4923 Airport/50th,30.31092,-97.715345,1,1,False,6340
Research/Riata Apts,30.42702,-97.75387,1,1,False,3812
5101 West Gate/Jones,30.225438,-97.803848,1,1,False,2367
1100 49th/Grover,30.318789,-97.736638,1,1,False,1060
10623 Metric/Denton,30.385965,-97.711828,1,1,False,2539
6611 1st/William Cannon,30.197336,-97.787836,1,1,False,2640
West Gate/Aftonshire,30.18003,-97.840445,1,1,False,5843
2728 Exposition (Casis Elementary),30.30379,-97.764542,1,1,False,1426
West 38th Station (SB),30.304405,-97.741594,1,1,True,5349
Lake Austin/Jasper,30.284539,-97.777864,1,1,False,4986
509 11Th/Red River,30.27114,-97.735733,1,1,False,5209
2607 Allandale/Cary,30.33533,-97.747,1,1,False,4588
3069 Cesar Chavez/Tillery,30.251738,-97.708599,1,1,False,6263
Airport/52nd,30.312952,-97.715184,1,1,False,1794
1613 Braker/Bittern Hollow,30.389101,-97.701391,1,1,False,3022
10204 Lake Creek/Pecan Park,30.462437,-97.792001,1,1,False,3823
William Cannon/Skynook,30.193479,-97.780305,1,1,False,4384
4512 Teri/Pleasant Valley,30.197005,-97.744449,1,1,False,6311
Hyde Park Station (NB),30.304422,-97.736957,1,1,False,606
Parkfield/Rundberg,30.36738,-97.70647,1,1,False,3130
717 Exposition/8th,30.284117,-97.776052,1,1,False,4161
2500 Wallingwood/Bee Caves,30.264934,-97.782988,1,1,False,2207
3100 William Cannon/Ranch,30.210329,-97.822279,1,1,False,4437
1200 51st/Grover,30.320707,-97.735989,1,1,False,1061
1715 Stassney/IH 35,30.197199,-97.761558,1,1,False,4331
5315 Airport/53rd Half,30.314806,-97.714617,1,1,False,1795
38th/Ronson,30.303401,-97.739461,1,1,False,5352
Riverside NB (Pleasant Valley HEB),30.235813,-97.721325,1,1,True,5779
7125 Guadalupe/St Johns,30.337671,-97.714427,1,1,False,1275
11001 Metric/Kramer,30.389322,-97.709956,1,1,False,2540
S. 1st/Mulberry,30.193782,-97.790034,1,1,False,2626
Exposition/10th,30.285795,-97.774994,1,1,False,1983
Oltorf East NB (Pleasant Valley/Oltorf),30.228002,-97.727295,1,1,False,1027
509 Slaughter/1st,30.171795,-97.798989,1,1,False,5999
115 William Cannon/Circle S,30.192664,-97.777841,1,1,False,550
408 Shady/5th,30.251947,-97.69846,1,1,False,6242
UT West Mall Station (NB),30.286216,-97.741573,1,1,True,5865
Barbara Jordan NB (Berkman/Barbara Jordan),30.302547,-97.699539,1,1,True,5925
1117 Cesar Chavez/Waller,30.259919,-97.732856,1,1,False,2812
5401 Airport/53rd Half,30.316556,-97.713781,1,1,False,5493
Allandale/Shoalwood,30.33515,-97.7431,1,1,False,2421
Guadalupe/41st,30.306259,-97.735785,1,1,False,607
5169 290 Hwy/Boston,30.237094,-97.830782,1,1,False,6395
1129 Rundberg/Quail Wood,30.366365,-97.70407,1,1,False,2581
1200 Lamar/12th,30.276963,-97.751452,1,1,False,4090
William Cannon/Stage Coach,30.211536,-97.825217,1,1,False,3179
2719 Cesar Chavez/Pleasant Valley,30.253005,-97.712584,1,1,False,6265
Dove Springs SB (Pleasant Valley/Stassney),30.193748,-97.744772,1,1,False,1212
Braker/Milbanks,30.387124,-97.697959,1,1,False,3023
7200 S 1st/Prince Valiant,30.191739,-97.790498,1,1,False,3763
10323 Lake Creek/US 183,30.46091,-97.79649,1,1,False,3824
409 William Cannon/Circle S,30.192082,-97.776037,1,1,False,551
2005 Stassney/Ponciana,30.195032,-97.758297,1,1,False,2497
5617 Airport/Koenig,30.31844,-97.712869,1,1,False,1796
2503 Oltorf/Pleasant Valley,30.2275,-97.728071,1,1,False,2271
Vic Mathias/Auditorium Shores (SB),30.258767,-97.7487,1,1,True,2763
5113 Woodrow/North,30.322371,-97.736892,1,1,False,1062
Mission Hill SB (Burleson/Mission Hill),30.216742,-97.734364,1,1,True,6506
Guadalupe/Maiden,30.301663,-97.738974,1,1,False,489
1000 Lamar/10th,30.275103,-97.752332,1,1,False,4088
UT Stadium SB (San Jacinto/23rd),30.285506,-97.733782,1,1,True,1179
7417 Guadalupe/Crestland,30.339996,-97.712898,1,1,False,1276
Elmont NB (Pleasant Valley/Elmont),30.239806,-97.718797,1,1,True,4284
5613 Avenue F/Koenig,30.321598,-97.71873,1,1,False,1271
11301 Metric/Braker,30.392761,-97.707868,1,1,False,2541
7230 S 1st/Meadow Lea,30.190183,-97.79057,1,1,False,2627
3316 William Cannon/Lost Valley,30.212637,-97.827439,1,1,False,3180
2100 Allandale/Burnet,30.33454,-97.739488,1,1,False,2422
Pavilion Park and Ride,30.426817,-97.757476,1,1,False,2727
404 Slaughter/Francia,30.168969,-97.795672,1,1,False,5380
West Gate/Cohoba,30.187388,-97.835845,1,1,False,5840
Sheringham NB (Pleasant Valley/Sheringham),30.231158,-97.725309,1,1,False,1028
4411 Oltorf/Huntwick,30.226619,-97.72626,1,1,False,1008
Rundberg/Collinfield,30.365154,-97.701513,1,1,False,2582
601 William Cannon/Circle S,30.191387,-97.77353,1,1,False,552
Guadalupe/43rd,30.308471,-97.734366,1,1,False,608
907 11th/Branch,30.26986,-97.731241,1,1,False,657
1317 Braker/Parkfield,30.385618,-97.695091,1,1,False,4972
UT Dean Keeton Station (NB),30.29024,-97.74125,1,1,True,5864
1901 Lamar/Mary,30.24956,-97.767001,1,1,False,4072
10504 Lake Creek/Mellow Meadows,30.458885,-97.799333,1,1,False,4958
1605 Cesar Chavez/Comal,30.258279,-97.728156,1,1,False,1802
Guadalupe/34th Street,30.300465,-97.739714,1,1,False,490
5815 AIRPORT/KOENIG,30.32197,-97.714031,1,1,False,1797
Roy G Guerrero NB (Pleasant Valley/Lakeshore),30.242205,-97.717284,1,1,True,1364
600 Lamar/6th,30.272037,-97.753855,1,1,False,4084
5223 Woodrow/North Loop,30.324061,-97.735824,1,1,False,1063
2230 Stassney/Dove,30.193336,-97.753967,1,1,False,5713
11609 Metric/Gold Wing,30.395748,-97.705714,1,1,False,5752
236 Slaughter/Alice Mae,30.167354,-97.792824,1,1,False,5623
11th/Waller,30.269271,-97.729681,1,1,False,658
Village Square SB (Pleasant Valley/Village Square),30.188889,-97.745545,1,1,False,1213
Airport at Clayton NB,30.324196,-97.715657,1,1,False,6527
West Gate/Davis,30.190773,-97.833402,1,1,False,5838
4413 Guadalupe/45th,30.310684,-97.732962,1,1,False,609
2401 Wickersham/Oltorf,30.226039,-97.723488,1,1,False,1009
7000 Brodie/Bannockburn,30.213001,-97.83105,1,1,False,3182
Thompkins/Trotwood,30.387388,-97.661196,1,1,False,5320
501 Pleasant Valley/5th,30.257443,-97.710596,1,1,False,1368
1458 Lamar/Collier,30.252289,-97.763972,1,1,False,776
1601 Koenig/Arroyo Seco,30.332402,-97.734922,1,1,False,2423
Braker/Plains,30.383667,-97.690661,1,1,False,4973
Wickersham/Cromwell,30.227021,-97.721847,1,1,False,1010
5413 Woodrow/Houston,30.326186,-97.734482,1,1,False,1064
5504 290 Hwy/Industrial Oaks,30.237159,-97.840989,1,1,False,6320
10620 Lake Creek/School House,30.456924,-97.804141,1,1,False,4959
1626 William Cannon/Bluff Springs,30.189223,-97.768461,1,1,False,5703
5th/Bowie,30.269522,-97.752626,1,1,False,2107
31st Street Station (SB),30.298051,-97.741261,1,1,False,5357
2433 Stassney/Palo Blanco,30.193568,-97.749836,1,1,False,2499
130 Slaughter/Congress,30.166994,-97.789102,1,1,False,6322
Metric/Sunhillow,30.399286,-97.703643,1,1,False,3036
1201 11th/Lydia,30.268613,-97.72782,1,1,False,659
1906 Cesar Chavez/Chicon,30.256843,-97.724082,1,1,False,6272
7601 Northcrest/Prairie Dell,30.340632,-97.708421,1,1,False,1278
Riverside NB (Pleasant Valley HEB),30.235813,-97.721325,1,1,False,5779
6100 Pleasant Valley/Dove Springs,30.185358,-97.745648,1,1,False,1214
7816 S 1st/Dittmar,30.184112,-97.792603,1,1,False,2628
5515 Woodrow/Houston,30.327565,-97.733603,1,1,False,1065
6413 Airport Blvd (Highland Mall),30.329125,-97.715694,1,1,False,5602
12220 Millwright/Salt Mill,30.455334,-97.803932,1,1,False,4960
8425 West Gate/Cameron,30.194439,-97.830919,1,1,False,5962
1901 Ben White/Merle,30.229072,-97.787515,1,1,False,2218
1101 38th Half/Robinson,30.294337,-97.718708,1,1,False,2012
Thompkins/Larkins,30.383411,-97.66271,1,1,False,5321
2207 Wickersham/Sheringham,30.229315,-97.721353,1,1,False,1011
Bluff Springs/BitterCreek,30.187382,-97.76818,1,1,False,6520
Triangle Station (NB),30.314796,-97.732266,1,1,False,610
11928 Metric/Sunhillow,30.40113,-97.702464,1,1,False,5705
7600 Brodie/Harpers Ferry,30.207183,-97.834986,1,1,False,3183
2523 Stassney/Chaparral,30.193724,-97.747107,1,1,False,4335
5701 Woodrow/Theckla,30.329034,-97.732673,1,1,False,1066
1309 Anderson/Lazy,30.350746,-97.71972,1,1,False,5508
Millwright/Timbercrest,30.453237,-97.803326,1,1,False,5792
8300 West Gate/Siskin,30.196017,-97.82923,1,1,False,4431
51st/Manor NB (Manor/51st),30.298344,-97.68687,1,1,True,6495
8116 S 1st/Mairo,30.181296,-97.794775,1,1,False,2629
Soco Station (SB),30.248134,-97.750367,1,1,True,4029
1205 Koenig/Grover,30.329871,-97.729641,1,1,False,2425
2204 Cesar Chavez/Robert Martinez,30.25572,-97.720807,1,1,False,6270
128 Slaughter/35,30.166826,-97.784071,1,1,False,6319
2900 Guadalupe/29th,30.295584,-97.742804,1,1,False,2003
31st Street Rapid  Station (NB),30.297767,-97.741167,1,1,True,603
6406 Pleasant Valley/Creek Bend,30.182114,-97.746097,1,1,False,1215
Franklin Park SB (Pleasant Valley/St Elmo),30.204118,-97.742184,1,1,True,6491
4701 Stassney/Pleasant Valley,30.19389,-97.743863,1,1,False,5826
Braker/Motheral,30.380984,-97.684984,1,1,False,4550
5th/Guadalupe (Republic Square),30.268054,-97.74679,1,1,False,2112
5819 Woodrow/Koenig,30.330737,-97.73158,1,1,False,1067
1405 38th Half/Clarkson,30.2927,-97.71574,1,1,False,2013
6902 Airport Blvd/Guadalupe,30.334359,-97.717039,1,1,False,1273
Medical School SB (San Jacinto/17th),30.277723,-97.736643,1,1,True,916
12029 Metric/Bittern,30.403381,-97.699617,1,1,False,5615
Elmont NB (Pleasant Valley/Elmont),30.239806,-97.718797,1,1,False,4284
5976 290 Hwy/Harper Park,30.235923,-97.850974,1,1,False,6316
1319 Rosewood/Angelina,30.26878,-97.72446,1,1,False,661
Georgian/Research,30.343527,-97.705431,1,1,False,5923
8318 S 1st/Great Britain,30.179602,-97.79606,1,1,False,3764
Cesar Chavez NB (Pleasant Valley/Cesar Chavez),30.253159,-97.712655,1,1,True,6515
4549 Riverside/Wickersham,30.232094,-97.719875,1,1,False,5774
Eskew/Brodie,30.20339,-97.837717,1,1,False,4435
1901 Blue Meadow/Bluff Springs,30.183426,-97.768629,1,1,False,2478
8007 West Gate/Ranch,30.198683,-97.826885,1,1,False,5476
7905 Anderson Square/Anderson,30.350355,-97.716448,1,1,False,3284
315 Braker/Hornsby,30.379968,-97.6833,1,1,False,3081
6903 Airport/Kenniston,30.336072,-97.717896,1,1,False,5509
5007 Lamar/51st,30.318461,-97.730908,1,1,False,611
Woodrow/Alguno,30.332811,-97.730682,1,1,False,1068
38th 1/2 /Cherrywood,30.291308,-97.713951,1,1,False,2014
11816 Shropshire/Rotherham,30.378361,-97.659936,1,1,False,5323
307 Rundberg/North Creek,30.360039,-97.692027,1,1,False,1289
5301 Stassney/Nuckols,30.192738,-97.738231,1,1,False,5829
3706 Eskew/Croftwood,30.205019,-97.840085,1,1,False,3185
101 Braker/Georgian,30.379016,-97.681568,1,1,False,5951
Ben White/Gillis,30.227405,-97.781573,1,1,False,2220
6132 US 290/Parkwood,30.235662,-97.855267,1,1,False,2617
815 Koenig/Lamar,30.326319,-97.726971,1,1,False,5393
SH 95/Main,30.357315,-97.382054,1,1,False,5696
4825 Riverside/Kirksey,30.231316,-97.717041,1,1,False,1013
Woodrow/Alegria,30.334573,-97.730128,1,1,False,1069
Roy G Guerrero NB (Pleasant Valley/Lakeshore),30.242205,-97.717284,1,1,False,1364
11808 Millwright/Anderson Mill,30.447986,-97.803995,1,1,False,4962
8600 S 1st/Hyde Park,30.176287,-97.79814,1,1,False,4403
7809 West Gate/Epping,30.199081,-97.823457,1,1,False,5963
8005 Georgian/Wonsley,30.345388,-97.704224,1,1,False,5922
2504 Cesar Chavez/Pedernales,30.254208,-97.716515,1,1,False,6268
1621 Rosewood/Lawson,30.269218,-97.721609,1,1,False,5627
3910 Eskew/Wakefield,30.205872,-97.843088,1,1,False,3186
7209 Lamar/St Johns,30.339477,-97.717637,1,1,False,2878
Guadalupe/27th Street,30.292195,-97.741316,1,1,False,494
North Loop East Rapid Station (NB),30.321317,-97.729114,1,1,False,612
Exposition/12th,30.28766,-97.773815,1,1,False,1984
2203 Blue Meadow/Blue Dawn,30.181535,-97.76431,1,1,False,4355
8027 Anderson Square/Research,30.352341,-97.715154,1,1,False,3285
4812 William Cannon/Meadow Lake,30.181192,-97.75051,1,1,False,4353
751 Braker/Middle Fiskville,30.37763,-97.678405,1,1,False,3082
Manor at Rogge NB (Manor/Rogge),30.30476,-97.68108,1,1,True,1594
7401 Lamar/St Johns,30.341113,-97.716607,1,1,False,1417
626 Slaughter/Narrow Glen,30.162931,-97.778341,1,1,False,6323
9000 S 1st/Slaughter,30.173877,-97.799008,1,1,False,4915
6523 Woodrow/Brentwood,30.337279,-97.72842,1,1,False,1070
12195 Metric/Cedar Bend,30.408111,-97.696895,1,1,False,2544
5901 Stassney/Teri,30.191093,-97.731222,1,1,False,5832
Koenig/Guadalupe SW Corner,30.323488,-97.724021,1,1,False,2427
5419 Lamar/Nelray,30.32278,-97.72821,1,1,False,613
UT Dean Keeton Station (SB),30.291085,-97.741379,1,1,False,5863
7th Street NB (Pleasant Valley/7th),30.25986,-97.709481,1,1,True,1369
1301 Ben White/Banister,30.227363,-97.779907,1,1,False,2221
4200 Eskew/Mauai,30.207821,-97.846452,1,1,False,3187
Rosewood/Salina,30.269475,-97.720098,1,1,False,4171
1214 Montopolis/Larch,30.232434,-97.698769,1,1,False,834
Riverside/Palma Verde,30.217039,-97.685245,1,1,False,5470
5555 Lamar/Nelray,30.324163,-97.727339,1,1,False,614
5401 Riverside/Faro,30.229169,-97.712324,1,1,False,1015
Cherrywood/32nd,30.286857,-97.716876,1,1,False,2015
Dove Springs SB (Pleasant Valley/Stassney),30.193748,-97.744772,1,1,True,1212
2723 Cesar Chavez/Pleasant Valley,30.252964,-97.713005,1,1,False,6266
517 Pleasant Valley (Krieg Field),30.246284,-97.71469,1,1,False,1365
7405 West Gate/Grennock,30.201921,-97.818402,1,1,False,2357
Capitol/Waterloo SB (San Jacinto/11th),30.272244,-97.738709,1,1,True,6499
